#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
aca10                -             65 aca3                 -             69   3.2e-06   21.2   0.1   1   1   6.8e-08   4.2e-06   20.9   0.1    16    44    13    41     7    47 0.88 -
aca4                 -             67 aca4                 -             69   1.6e-37  121.2   0.2   1   1   9.2e-40   1.7e-37  121.1   0.2     1    66     1    66     1    67 0.99 -
aca5                 -             60 aca5                 -             58   2.9e-30   97.3   0.1   1   1   1.7e-32   3.2e-30   97.2   0.1     1    54     1    59     1    60 0.97 -
aca6                 -             65 aca6                 -             70   6.2e-33  106.3   0.3   1   1   1.1e-34   6.6e-33  106.2   0.3     3    65     1    63     1    65 0.97 -
aca9                 -             69 aca6                 -             70   2.3e-07   24.4   0.1   1   1   4.4e-09   2.7e-07   24.1   0.1     1    39     1    39     1    51 0.91 -
aca10                -             65 aca6                 -             70     1e-06   22.3   0.1   1   1   1.9e-08   1.2e-06   22.1   0.1     9    40    14    45     7    49 0.89 -
aca7                 -             68 aca7                 -             68   9.9e-39  124.7   0.3   1   1   1.1e-40   1.1e-38  124.6   0.3     1    67     1    67     1    68 0.98 -
aca8                 -             55 aca8                 -             56   6.1e-34  109.5   1.5   1   1   3.5e-36   6.6e-34  109.3   1.5     1    55     1    55     1    55 1.00 -
aca8                 -             55 aca9                 -             56   6.1e-34  109.5   1.5   1   1   3.5e-36   6.6e-34  109.3   1.5     1    55     1    55     1    55 1.00 -
acb1                 -            152 acb1                 -            153   2.1e-69  225.5   0.0   1   1   1.3e-71   2.4e-69  225.3   0.0     1   152     2   150     2   151 0.98 -
acb2                 -            108 acb2                 -             95   6.1e-41  132.5   0.2   1   1   3.8e-43   7.1e-41  132.2   0.2     1    93     1   107     1   108 0.98 -
acria1               -            287 acria1               -            287  2.4e-208  683.1  11.2   1   1  1.4e-210  2.7e-208  683.0  11.2     1   287     1   287     1   287 1.00 -
acric10              -             94 acric10              -             94   3.7e-56  181.2   0.1   1   1   2.2e-58   4.1e-56  181.0   0.1     1    94     1    94     1    94 0.99 -
klca                 -            141 acric11              -            139   2.6e-47  153.7   0.4   1   1   4.6e-49   2.9e-47  153.6   0.4     1   139     2   141     1   141 0.96 -
acric11              -            148 acric11              -            139     7e-37  119.9   1.1   1   1   2.9e-38   1.8e-36  118.6   1.1     1   139     1   148     1   148 0.93 -
ardb                 -            141 acric11              -            139   8.1e-32  103.5   0.1   1   1   1.4e-33   8.9e-32  103.4   0.1    11   139     9   141     1   141 0.88 -
acric1               -            190 acric1               -            190  2.4e-136  444.8  13.1   1   1  1.4e-138  2.6e-136  444.6  13.1     1   190     1   190     1   190 1.00 -
acric3               -            100 acric3               -            100     1e-52  169.9   0.6   1   1   6.1e-55   1.1e-52  169.7   0.6     1   100     1   100     1   100 0.99 -
acric4               -             57 acric4               -             58   4.3e-42  135.3   5.1   1   1   2.5e-44   4.7e-42  135.2   5.1     2    57     1    56     1    57 0.98 -
acric5               -             60 acric5               -             65     2e-29   95.0   1.4   1   1   1.2e-31   2.2e-29   94.9   1.4     2    59     1    59     1    60 0.97 -
acric6               -            144 acric6               -            144   2.6e-83  270.6   0.2   1   1   1.6e-85   2.9e-83  270.5   0.2     1   144     1   144     1   144 1.00 -
acric7               -             94 acric7               -             94   1.6e-65  211.0   3.7   1   1   9.3e-68   1.7e-65  210.9   3.7     1    94     1    94     1    94 0.99 -
acric8               -             80 acric8               -             79   5.3e-47  151.5   0.4   1   1   3.1e-49   5.8e-47  151.3   0.4     1    79     1    80     1    80 0.99 -
acric9               -             79 acric9               -             79   9.7e-58  185.9   5.2   1   1   5.7e-60   1.1e-57  185.7   5.2     1    79     1    79     1    79 0.99 -
acrid1               -             98 acrid1               -             96     2e-45  146.9  12.2   1   1   1.2e-47   2.2e-45  146.7  12.2     1    96     1    96     1    96 0.99 -
acrie1               -            100 acrie1               -            105   1.8e-59  191.9   0.8   1   1     1e-61     2e-59  191.8   0.8     2   105     1   100     1   100 0.99 -
acrie2               -             84 acrie2               -             84   1.8e-49  160.2   0.3   1   1     1e-51   1.9e-49  160.0   0.3     1    83     1    83     1    84 0.99 -
acrie3               -             68 acrie3               -             68   8.1e-47  151.0   3.8   1   1   4.7e-49   8.8e-47  150.9   3.8     1    68     1    68     1    68 0.99 -
acrie4               -             52 acrie4               -             53   9.4e-37  118.4   6.4   1   1   1.1e-38     1e-36  118.3   6.4     1    52     1    52     1    52 0.99 -
acrie4-if7           -            119 acrie4               -             53   6.2e-29   93.4   1.6   1   1   1.1e-30     1e-28   92.7   1.6     1    52     1    52     1    53 0.98 -
acrie4-if7           -            119 acrie4-if7           -            119     2e-85  276.4   1.6   1   1   3.5e-87   2.2e-85  276.3   1.6     1   119     1   119     1   119 1.00 -
acrif7               -             83 acrie4-if7           -            119   3.2e-24   78.9   0.2   1   1   5.8e-26   3.6e-24   78.7   0.2    53   119    17    83     8    83 0.95 -
acrie4               -             52 acrie4-if7           -            119   1.2e-23   77.0   0.6   1   1   2.1e-25   1.3e-23   76.9   0.6     1    51     1    51     1    52 0.98 -
acrie5               -             65 acrie5               -             65     9e-48  154.2   6.9   1   1   5.2e-50   9.8e-48  154.1   6.9     1    65     1    65     1    65 1.00 -
acrie6               -             79 acrie6               -             79   4.9e-59  190.1   0.3   1   1   2.9e-61   5.4e-59  190.0   0.3     1    79     1    79     1    79 1.00 -
acrie7               -            106 acrie7               -            106   2.7e-74  240.0   0.7   1   1   1.6e-76     3e-74  239.8   0.7     1   106     1   106     1   106 1.00 -
acrie8               -             63 acrie8               -             63   5.4e-39  125.9   6.9   1   1   3.2e-41   5.9e-39  125.8   6.9     1    63     1    63     1    63 1.00 -
acrie9               -             75 acrie9               -             80   1.9e-35  114.4   0.3   1   1   1.1e-37     2e-35  114.3   0.3     1    74     1    74     1    75 0.98 -
acrif10              -             97 acrif10              -             97   2.4e-60  194.5   4.8   1   1   1.4e-62   2.7e-60  194.4   4.8     1    97     1    97     1    97 0.99 -
acrif11              -            132 acrif11              -            153   3.1e-41  135.0   0.0   1   1   2.2e-43   4.1e-41  134.6   0.0     1   152     3   131     3   132 0.96 -
acrif12              -            124 acrif12              -            122   2.3e-61  199.2   4.3   1   1   1.4e-63   2.5e-61  199.0   4.3     1   122     1   124     1   124 0.99 -
acrif13              -            115 acrif13              -            115   2.4e-82  266.4   3.5   1   1   1.4e-84   2.7e-82  266.3   3.5     1   115     1   115     1   115 1.00 -
acrif14              -            124 acrif14              -            123   2.8e-67  218.2   5.6   1   1   1.7e-69   3.1e-67  218.1   5.6     1   123     1   124     1   124 1.00 -
acrif15              -             69 acrif15              -             69     2e-38  124.2   4.2   1   1   1.2e-40   2.2e-38  124.1   4.2     1    69     1    68     1    68 0.99 -
acrif16              -            171 acrif16              -            169   7.7e-89  289.7   0.6   1   1   4.6e-91   8.5e-89  289.5   0.6     1   169     1   171     1   171 0.99 -
acrif17              -            116 acrif17              -            119   5.1e-55  178.4   0.2   1   1     3e-57   5.6e-55  178.3   0.2     7   119     2   116     1   116 0.98 -
acrif18              -             69 acrif18              -             68   1.6e-43  139.9   4.7   1   1   9.2e-46   1.7e-43  139.8   4.7     1    68     1    69     1    69 0.99 -
acrif19              -             93 acrif19              -             93   9.4e-59  189.5   1.2   1   1   5.5e-61     1e-58  189.4   1.2     1    93     1    93     1    93 1.00 -
acrif1               -             78 acrif1               -             78   7.1e-51  163.8   0.1   1   1   4.2e-53   7.8e-51  163.7   0.1     1    78     1    78     1    78 0.99 -
acrif20              -             70 acrif20              -             70   1.9e-54  175.4   2.4   1   1   1.1e-56   2.1e-54  175.3   2.4     1    70     1    70     1    70 0.99 -
acrif21              -            162 acrif21              -            162  1.7e-109  356.5   3.6   1   1    1e-111  1.9e-109  356.3   3.6     1   162     1   162     1   162 1.00 -
acrif22              -             88 acrif22              -             88   2.7e-49  158.9   0.0   1   1   1.6e-51   2.9e-49  158.7   0.0     1    86     1    87     1    88 0.98 -
acrif23              -            159 acrif23              -            161   4.8e-79  257.5   5.8   1   1   2.9e-81   5.4e-79  257.3   5.8     1   161     1   159     1   159 0.99 -
acrif24              -            228 acrif24              -            231  9.7e-102  333.3   0.0   1   1  5.8e-104  1.1e-101  333.1   0.0     2   226     1   227     1   228 0.99 -
acrif2               -             96 acrif2_c2            -             95   1.2e-57  186.0   8.1   1   1   1.4e-59   1.3e-57  185.9   8.1     1    95     1    95     1    95 0.99 -
acrif2_c2            -             97 acrif2_c2            -             95   3.9e-57  184.3   8.5   1   1   4.9e-59   4.6e-57  184.1   8.5     2    95     3    96     2    96 0.99 -
acrif2               -             96 acrif2               -             95   1.2e-56  182.8   8.4   1   1   1.4e-58   1.3e-56  182.6   8.4     1    95     1    95     1    95 0.99 -
acrif2_c2            -             97 acrif2               -             95   8.6e-56  180.0   8.7   1   1     1e-57   9.4e-56  179.9   8.7     2    95     3    96     1    96 0.98 -
acrif3               -            140 acrif3               -            139   9.3e-84  272.2   3.5   1   1   5.4e-86     1e-83  272.1   3.5     1   138     1   138     1   140 0.99 -
acrif4               -            100 acrif4               -             99   2.5e-59  191.4   0.3   1   1   1.5e-61   2.9e-59  191.2   0.3     1    99     2   100     2   100 0.99 -
acrif5               -             79 acrif5               -             79   4.8e-58  186.7   1.3   1   1   2.8e-60   5.3e-58  186.6   1.3     1    79     1    79     1    79 1.00 -
acrif6               -            100 acrif6               -             93   7.7e-38  122.1   5.5   1   1   4.6e-40   8.5e-38  122.0   5.5     2    93     1    94     1    94 0.98 -
acrif7               -             83 acrif7               -             76   1.1e-47  153.6   0.2   1   1   1.2e-49   1.1e-47  153.6   0.2     2    76     9    83     1    83 0.97 -
acrie4-if7           -            119 acrif7               -             76   1.8e-28   92.0   0.8   1   1   2.4e-30   2.3e-28   91.8   0.1    12    76    55   119    45   119 0.95 -
acrif8               -             92 acrif8               -             83   1.7e-42  137.0   3.3   1   1     1e-44   1.9e-42  136.9   3.3     1    83    12    92    12    92 0.99 -
acrif9               -             68 acrif9               -             67   4.8e-40  128.9   0.5   1   1   2.8e-42   5.3e-40  128.7   0.5     2    67     3    68     2    68 0.98 -
acriia10             -            109 acriia10             -            108     1e-52  170.9   0.6   1   1     6e-55   1.1e-52  170.7   0.6     1   107     1   108     1   109 0.98 -
acriia11             -            182 acriia11             -            182   5.2e-96  313.2  10.1   1   1   3.1e-98   5.9e-96  313.0  10.1     2   180     1   179     1   181 0.99 -
acriia12             -             83 acriia12             -             83   8.9e-59  189.5   3.6   1   1   5.2e-61   9.7e-59  189.4   3.6     1    83     1    83     1    83 0.99 -
acriia13             -            131 acriia13             -            132     1e-64  209.9  10.7   1   1   6.1e-67   1.1e-64  209.8  10.7     3   132     2   131     1   131 0.99 -
acriia14             -            159 acriia14             -            159  2.2e-111  362.7  12.0   1   1  3.9e-113  2.4e-111  362.6  12.0     1   159     1   159     1   159 1.00 -
acriia15             -            170 acriia14             -            159   3.2e-20   66.4   2.3   1   1   5.1e-22   3.2e-20   66.4   2.3     2    87     2    92     1   106 0.82 -
aca12                -            140 acriia14             -            159   4.2e-06   20.5   0.3   1   1   7.8e-08   4.9e-06   20.3   0.3     8    64    12    68     5   126 0.77 -
acriia15             -            170 acriia15             -            170  7.2e-118  383.9  16.2   1   1  1.3e-119  8.1e-118  383.7  16.2     1   170     1   170     1   170 1.00 -
acriia14             -            159 acriia15             -            170   1.1e-19   64.3   2.5   1   1   1.8e-21   1.1e-19   64.3   2.5     1    77     1    76     1   107 0.86 -
aca11                -             63 acriia15             -            170   1.2e-07   25.1   0.1   1   1   2.2e-09   1.3e-07   25.0   0.1     3    59     6    61     4    63 0.91 -
acriia16             -            202 acriia16             -            206   4.1e-96  314.3   9.6   1   1   2.4e-98   4.5e-96  314.1   9.6     2   206     1   202     1   202 0.99 -
acriia17             -            109 acriia17             -            101   7.3e-34  109.8   4.0   1   1   4.4e-36   8.2e-34  109.6   4.0     2   100    10   108     9   109 0.96 -
acriia18             -            182 acriia18             -            178   5.2e-95  310.0   0.9   1   1   3.1e-97   5.8e-95  309.8   0.9     1   178     1   182     1   182 0.98 -
acriia19             -            124 acriia19             -            115   7.3e-51  164.8   7.3   1   1   4.4e-53   8.2e-51  164.7   7.3     1   114     1   118     1   119 0.99 -
acriia1              -            149 acriia1              -            152   4.1e-75  244.4   6.7   1   1   2.4e-77   4.5e-75  244.3   6.7     1   147     1   148     1   149 0.99 -
acriia20             -             64 acriia20             -             64   3.4e-47  151.6   7.3   1   1     2e-49   3.7e-47  151.5   7.3     1    64     1    64     1    64 1.00 -
acriia21             -            108 acriia21             -            129   5.6e-49  159.0   2.6   1   1   3.3e-51   6.1e-49  158.9   2.6    10   116     2   108     1   108 0.99 -
acriia22             -             54 acriia22             -             54   5.7e-39  125.3   3.9   1   1   3.3e-41   6.2e-39  125.2   3.9     1    54     1    54     1    54 0.99 -
acriia23             -             93 acriia23             -             96     1e-50  163.8   6.3   1   1   5.8e-53   1.1e-50  163.7   6.3     7    96     3    93     1    93 0.98 -
acriia24             -            104 acriia24             -            105     6e-58  187.1   3.1   1   1   3.5e-60   6.6e-58  187.0   3.1     1   102     1   102     1   104 0.99 -
acriia25             -             96 acriia25             -             98   2.8e-59  191.0   3.3   1   1   1.7e-61   3.1e-59  190.9   3.3     1    98     1    96     1    96 0.99 -
acriia26             -            183 acriia26             -            183  3.2e-106  346.5  19.6   1   1  1.9e-108  3.6e-106  346.4  19.6     1   183     1   183     1   183 1.00 -
acriia27             -             79 acriia27             -             80   1.8e-54  175.5   5.3   1   1   1.1e-56     2e-54  175.4   5.3     1    79     1    79     1    79 1.00 -
acriia28             -             88 acriia28             -             88     4e-64  206.6   4.7   1   1   2.4e-66   4.4e-64  206.4   4.7     1    88     1    88     1    88 1.00 -
acriia29             -            241 acriia29             -            241  9.4e-173  565.6   7.8   1   1  5.6e-175  1.1e-172  565.4   7.8     1   241     1   241     1   241 1.00 -
acriia2              -            123 acriia2              -            129   1.6e-53  173.6  10.8   1   1   9.6e-56   1.8e-53  173.5  10.8     1   129     1   123     1   123 0.98 -
acriia30             -             73 acriia30             -             74   6.5e-48  154.4   5.0   1   1   3.7e-50     7e-48  154.3   5.0     3    73     2    72     1    73 0.98 -
acriia31             -             69 acriia31             -             69     5e-46  148.4   4.6   1   1   2.9e-48   5.5e-46  148.3   4.6     1    69     1    69     1    69 0.99 -
acriia32             -            141 acriia32             -            141   8.1e-97  314.3  15.1   1   1   9.6e-99   8.9e-97  314.1  15.1     1   141     1   141     1   141 1.00 -
aca13                -             59 acriia32             -            141     4e-22   72.2   2.2   1   1   4.8e-24   4.5e-22   72.1   2.2    90   141     6    57     2    57 0.95 -
acriia3              -            125 acriia3              -            123   1.3e-59  193.0  17.1   1   1   7.5e-62   1.4e-59  192.8  17.1     2   122     1   121     1   122 0.99 -
acriia4              -             87 acriia4              -             87   6.6e-49  157.4   9.2   1   1   3.9e-51   7.3e-49  157.3   9.2     1    87     1    87     1    87 0.99 -
acriia5              -            140 acriia5              -            142   1.4e-74  242.5  14.2   1   1   8.4e-77   1.6e-74  242.4  14.2     1   140     1   140     1   140 1.00 -
acriia6              -            183 acriia6              -            183    7e-113  368.4   7.2   1   1  4.1e-115  7.8e-113  368.3   7.2     1   183     1   183     1   183 1.00 -
acriia7              -            103 acriia7              -            124     7e-40  129.1   0.3   1   1   8.5e-42   7.9e-40  128.9   0.3    23   106     1   103     1   103 0.92 -
tad2                 -             89 acriia7              -            124   2.9e-33  107.7   0.2   1   1   3.4e-35   3.2e-33  107.6   0.2    20   105     2    88     1    89 0.90 -
acriia8              -            105 acriia8              -            104   4.2e-37  120.0   0.7   1   1   2.4e-39   4.5e-37  119.9   0.7     1   102     1   103     1   105 0.98 -
acriia9              -            141 acriia9              -            167   6.1e-69  224.8   3.3   1   1   3.6e-71   6.8e-69  224.7   3.3    19   156     1   141     1   141 0.94 -
acriic1              -             86 acriic1              -             88   8.3e-35  113.0   0.4   1   1     5e-37   9.3e-35  112.8   0.4     2    88     4    86     3    86 0.97 -
acriic2              -            123 acriic2              -            119   5.2e-58  188.2   0.0   1   1   3.1e-60   5.7e-58  188.1   0.0     1   117     1   118     1   120 0.98 -
acriic3              -            116 acriic3              -            116   5.2e-63  204.0   0.7   1   1   3.1e-65   5.8e-63  203.9   0.7     1   116     1   116     1   116 0.99 -
acriic4              -             88 acriic4              -             88   1.4e-61  198.4   5.3   1   1   8.1e-64   1.5e-61  198.3   5.3     1    88     1    88     1    88 1.00 -
acriic5              -            130 acriic5              -            130   5.8e-88  285.5  11.8   1   1   3.4e-90   6.4e-88  285.4  11.8     1   130     1   130     1   130 1.00 -
acriic6              -             76 acriic6              -             76     1e-46  150.3   0.9   1   1   6.1e-49   1.1e-46  150.1   0.9     1    76     1    76     1    76 1.00 -
acriii1              -            114 acriii-1             -            118   1.5e-46  150.7   0.9   1   1   8.8e-49   1.7e-46  150.6   0.9     2   114     1   113     1   114 0.99 -
acriii1              -            114 acriii1              -            113   2.5e-50  162.8   1.6   1   1   1.5e-52   2.8e-50  162.6   1.6     1   112     2   113     2   114 0.99 -
acriiib1             -            249 acriiib1             -            249    4e-121  396.8   5.6   1   1  2.4e-123  4.5e-121  396.6   5.6     8   249     1   249     1   249 0.99 -
acriiib2             -            309 acriiib2             -            309  1.6e-197  648.4  63.3   1   1  9.6e-200  1.8e-197  648.3  63.3     1   309     1   309     1   309 1.00 -
acrva1               -            170 acrva1               -            169   1.4e-64  211.1   5.7   1   1   8.1e-67   1.5e-64  210.9   5.7     8   168     1   169     1   170 0.98 -
acrva2               -            322 acrva2               -            346  1.4e-138  455.3   0.0   1   1    9e-141  1.7e-138  455.1   0.0     1   345     1   318     1   319 0.97 -
acrva3               -            168 acrva3               -            166   4.3e-64  209.3   4.9   1   1   2.6e-66   4.8e-64  209.1   4.9     2   166     4   166     1   166 0.96 -
acrva4               -            234 acrva4               -            234  1.8e-171  561.4   5.6   1   1  1.1e-173    2e-171  561.3   5.6     1   234     1   234     1   234 1.00 -
acrva5               -             92 acrva5               -             92   5.8e-51  164.2   0.2   1   1   3.4e-53   6.3e-51  164.0   0.2     1    92     1    92     1    92 0.99 -
acrvia1lse           -            232 acrvia1lse           -            232  5.5e-166  542.9  13.9   1   1  3.3e-168  6.1e-166  542.8  13.9     1   232     1   232     1   232 1.00 -
acrvib1              -            115 acrvib1              -            115   5.5e-79  255.4   3.0   1   1   3.2e-81   6.1e-79  255.3   3.0     1   115     1   115     1   115 1.00 -
acrx                 -            145 acrx                 -            145  1.1e-106  346.6   0.5   1   1  6.3e-109  1.2e-106  346.4   0.5     1   145     1   145     1   145 1.00 -
adfa                 -            208 adfa                 -            210  3.6e-134  438.2   8.1   1   1  2.2e-136    4e-134  438.0   8.1     1   210     1   208     1   208 1.00 -
adnd_p0020           -            280 adnd_p0020           -            281   1.5e-97  320.4   0.7   1   1     1e-99   1.9e-97  320.0   0.7     1   269     1   267     1   276 0.90 -
adnd_p0021           -             51 adnd_p0021           -             51   1.8e-38  123.9   1.8   1   1     1e-40   1.9e-38  123.8   1.8     1    51     1    51     1    51 0.99 -
alt                  -            682 alt                  -            693  1.1e-261  863.7   4.7   1   1  6.3e-264  1.2e-261  863.5   4.7     2   693     1   681     1   681 0.98 -
apyc1                -            257 apyc1                -            308   9.5e-95  310.8   0.2   1   1   5.6e-97     1e-94  310.6   0.2    36   281     3   256     1   257 0.93 -
arda                 -            166 arda                 -            168   5.9e-97  315.8   9.0   1   1     7e-99   6.5e-97  315.7   9.0     3   167     1   165     1   166 0.99 -
ardu                 -            183 arda                 -            168   1.3e-20   67.4   0.4   1   1   1.6e-22   1.5e-20   67.2   0.4     7   166    15   179     9   181 0.76 -
ardb                 -            141 ardb                 -            141   1.6e-95  309.7   0.2   1   1   1.9e-97   1.8e-95  309.5   0.2     1   141     1   141     1   141 0.99 -
klca                 -            141 ardb                 -            141   6.7e-14   45.2   0.2   1   1     8e-16   7.5e-14   45.0   0.2    13   118    16   122     4   141 0.81 -
ardc                 -            316 ardc                 -            322  4.4e-134  440.0   0.1   1   1  2.8e-136  5.2e-134  439.8   0.1    19   300    36   316    13   316 0.96 -
ardk                 -            113 ardk                 -            110   8.2e-49  157.7   1.4   1   1   9.6e-51     9e-49  157.6   1.4     1   109     1   112     1   113 0.98 -
aca4                 -             67 ardk                 -            110   1.7e-09   31.2   0.0   1   1   2.1e-11   1.9e-09   31.0   0.0     8    64     1    57     1    64 0.93 -
ardr                 -            134 ardr                 -            134   1.2e-86  281.2   1.7   1   1   7.4e-89   1.4e-86  281.0   1.7     1   134     1   134     1   134 1.00 -
ardu                 -            183 ardu                 -            212   1.7e-53  174.9   4.6   1   1   1.9e-55   1.8e-53  174.9   4.6    30   201    12   180     1   183 0.83 -
arda                 -            166 ardu                 -            212     1e-37  123.3   5.6   1   1   1.2e-39   1.1e-37  123.2   5.6    33   201     5   165     1   166 0.89 -
arn                  -             92 arn                  -             92   4.3e-63  203.5   6.8   1   1   2.5e-65   4.7e-63  203.4   6.8     1    92     1    92     1    92 0.99 -
atd1                 -             86 atd1                 -             87   3.7e-40  129.5   0.1   1   1   2.1e-42     4e-40  129.4   0.1     3    86     2    85     1    86 0.98 -
dam                  -            259 dam                  -            274  1.4e-107  352.6  11.6   1   1  3.4e-109  1.6e-107  352.5  11.6     4   273     2   259     1   259 0.99 -
dara                 -            639 dara                 -            640         0 1256.4   7.9   1   1         0         0 1256.2   7.9     1   640     1   638     1   638 1.00 -
darb                 -           2255 darb                 -           2255         0 5439.3  20.9   1   1         0         0 5439.2  20.9     1  2255     1  2255     1  2255 1.00 -
ddra                 -            121 ddra                 -            124   2.4e-56  182.8   0.8   1   1   1.4e-58   2.7e-56  182.6   0.8     1   124     1   121     1   121 0.99 -
ddrb                 -            995 ddrb                 -            994         0 1875.0   8.1   1   1         0         0 1874.9   8.1     1   993     1   994     1   995 1.00 -
dmd                  -             60 dmd                  -             66   3.9e-35  113.3   4.5   1   1   2.2e-37   4.2e-35  113.2   4.5     2    63     1    60     1    60 0.98 -
dsad1                -            120 dsad1                -            120   8.3e-80  258.6   5.1   1   1   4.9e-82   9.2e-80  258.5   5.1     1   120     1   120     1   120 1.00 -
gad1                 -            295 gad1                 -            299  1.6e-135  444.9  13.5   1   1  9.3e-138  1.7e-135  444.7  13.5     6   299     1   295     1   295 1.00 -
gad2                 -            400 gad2                 -            394  8.8e-188  617.9  25.8   1   1  5.4e-190    1e-187  617.7  25.8     1   392     1   397     1   399 0.99 -
gam                  -            138 gam                  -            138   1.6e-97  316.5   3.7   1   1  9.7e-100   1.8e-97  316.3   3.7     1   138     1   138     1   138 1.00 -
gnarl1               -             40 gnarl1               -             43   4.5e-31   99.9   8.5   1   1   2.6e-33   4.9e-31   99.8   8.5     1    40     1    40     1    40 0.99 -
gnarl2               -             87 gnarl2               -             87     1e-52  169.8   4.9   1   1     6e-55   1.1e-52  169.7   4.9     1    87     1    87     1    87 1.00 -
gnarl3               -             78 gnarl3               -             76   1.7e-49  159.7   3.1   1   1   9.8e-52   1.8e-49  159.5   3.1     1    76     1    78     1    78 0.99 -
gp4.5                -             89 gp4.5                -             93   1.5e-47  153.2   5.7   1   1   8.9e-50   1.7e-47  153.1   5.7     1    88     1    88     1    89 0.98 -
gp5.9                -             52 gp5.9                -             52   4.4e-38  122.8   1.0   1   1   2.6e-40   4.8e-38  122.7   1.0     1    52     1    52     1    52 0.99 -
had1                 -             53 had1                 -             53     2e-39  127.1   2.7   1   1   1.2e-41   2.2e-39  127.0   2.7     1    53     1    53     1    53 0.99 -
hdf                  -            203 hdf                  -            206   1.9e-84  276.1  18.7   1   1   1.1e-86   2.1e-84  276.0  18.7     3   205     2   202     1   203 0.99 -
